No,sentence,info__snippets,info__target,info_sentiment_score,info_aspects,preprocessed_sentence,numerical_info,encoded_values,sentiment_scores_for_numerical_encoded_values,trend,embedded_aspect,predicted_sentiment_probability_after_attention_mechanism
,,['LSE surges as ICE says mulling offer'],LSE,0.843,['Corporate/M&A'],,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,LSE,[0.3149436  0.31240445 0.372652  ]
1360.0,Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),['Set To Reinstate Dividend '],Balfour Beatty plc,0.413,['Corporate/Dividend Policy'],balfour beatty plc set reinstate dividend rival national grid plc centrica plc,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Balfour Beatty plc,[0.28472897 0.35915768 0.3561134 ]
,,['Set To Reinstate Dividend '],Centrica PLC,0.403,['Corporate/Dividend Policy/Dividend'],,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Centrica PLC,[0.37485865 0.29146776 0.33367363]
,,['Set To Reinstate Dividend '],Rival National Grid plc,0.408,['Corporate/Dividend Policy/Dividend'],,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Rival National Grid plc,[0.3042772  0.35492972 0.34079304]
1365.0,Intertek swings to Â£347 mln loss on oil's slump,['swings to Â£347 mln loss'],Intertek,-0.734,['Market/Volatility'],intertek swing â£347 mln loss oil slump,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],decrease,slump Intertek,[0.33546603 0.36354345 0.30099052]
1372.0,Sanofi poaches AstraZeneca scientist as new research head,['Sanofi poaches AstraZeneca scientist'],Sanofi,0.066,['Corporate/Appointment/Executive Appointment'],sanofi poache astrazeneca scientist new research head,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Sanofi,[0.3398326  0.33283308 0.3273343 ]
1373.0,Tesco breaks its downward slide by cutting sales decline in half,['by cutting sales decline'],Tesco,0.172,['Corporate/Sales'],tesco break downward slide cut sale decline half,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],decrease,cut Tesco,[0.2834062  0.40125832 0.31533545]
1376.0,"News FeedSchroders books solid earnings growth, several board changes",['s books solid earnings growth'],Schroders,0.5,['Stock/Fundamentals'],news feedschroder book solid earning growth board change,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Schroders,[0.3177695  0.26999348 0.41223708]
1378.0,Intertek Group announces strategic update outlining its plan,['strategic update outlining its plan'],Intertek Group,0.046,['Corporate/Strategy'],intertek group announce strategic update outline plan,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Intertek Group,[0.3514152  0.31586114 0.3327237 ]
1379.0,London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse,['seals Â£22 billion merger with'],London Stock Exchange,0.327,['Corporate/M&A/M&A'],london stock exchange seal â£22 billion merger germany deutsche bã¶rse,"[{'value': 'billion', 'type': 'cardinal', 'aspect': 'germany', 'dependency_type': 'nummod'}]","tensor([[-36933544.,  61553836., -20764644.]], grad_fn=<CatBackward0>)",[[-36933544.  61553836. -20764644.]],,London Stock Exchange,[0.33673346 0.38303822 0.28022835]
1380.0,NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,['owner ICE may gatecrash Deutsche Boerse-LSE merger'],LSE,-0.2,['Corporate/M&A/Proposed Merger'],nyse owner ice gatecrash deutsche boerse lse merger,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,LSE,[0.3266834  0.34459287 0.3287238 ]
1381.0,AB InBev to Sell SABMiller Stake in China's Snow Beer,['to Sell SABMiller Stake in'],SABMiller,-0.045,['Stock/Signal/Sell Signal'],ab inbev sell sabmiller stake china snow beer,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,SABMiller,[0.25134355 0.3389073  0.40974918]
1383.0,LSE-Deutsche Boerse merger would signal end to exchange mega-deals,['merger would signal end to'],LSE,0.105,['Corporate/M&A/M&A'],lse deutsche boerse merger signal end exchange mega deal,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,LSE,[0.41777912 0.26425165 0.3179692 ]
1387.0,RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights,['to Scrap U.K. Treasury's Dividend Rights'],RBS,0.066,['Corporate/Dividend Policy'],rbs pay $ 1.7 billion scrap u.k treasury dividend right,"[{'value': 'billion', 'type': 'cardinal', 'aspect': 'dividend', 'dependency_type': 'nummod'}]","tensor([[-36933544.,  61553836., -20764644.]], grad_fn=<CatBackward0>)",[[-36933544.  61553836. -20764644.]],,RBS,[0.35243744 0.24918596 0.39837658]
1396.0,Industry NewsWolseley confident in reslilience amid mixed markets,['confident in reslilience amid mixed markets'],Wolseley,0.287,['Market/Market'],industry newswolseley confident reslilience amid mixed market,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Wolseley,[0.34265438 0.3646167  0.29272893]
1402.0,Tesco criticised for 'disgraceful' advert showing domestic worker being slapped,['criticised for 'disgraceful' advert showing domestic worker being slapped'],Tesco,-0.498,['Corporate/Reputation'],tesco criticise disgraceful advert show domestic worker slap,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Tesco,[0.3319189  0.30730018 0.36078095]
1405.0,FTSE edges up as investors cheer Kingfisher results,['as investors cheer Kingfisher results'],Kingfisher,0.678,['Stock/Price Action'],ftse edge investor cheer kingfisher result,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Kingfisher,[0.39852625 0.3269729  0.27450085]
1410.0,Barclays Bonds Rise as Lender Cuts Dividends to Shore Up Capital,['Lender Cuts Dividends to Shore Up Capita'],Barclays,0.261,['Corporate/Dividend Policy'],barclay bond rise lender cut dividend shore capital,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],increase,rise Barclays,[0.33897492 0.36984414 0.29118094]
1412.0,Britain's FTSE gets lift from Prudential results,['gets lift from Prudential results'],Prudential,0.582,['Corporate/Financial'],britain ftse get lift prudential result,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Prudential,[0.3135688  0.31905854 0.3673726 ]
1415.0,Amazon's grocery deal with Morrisons is only the beginning,['grocery deal with Morrisons '],Morrisons,0.389,['Corporate/Sales/Deal'],amazon grocery deal morrison beginning,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Morrisons,[0.4049293  0.22624029 0.36883035]
1425.0,ICE Said to Start Lining Up Financing for LSE Bidding War,['Said to Start Lining Up Financing for'],LSE,0.328,['Corporate/Rumors/Rumors'],ice say start line financing lse bidding war,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,LSE,[0.31014562 0.39995882 0.28989565]
1426.0,"BP, Statoil, to Withdraw Staff From Algeria Following Rocket Attack",['to Withdraw Staff From'],Statoil,-0.242,['Corporate/Appointment/Staff Hiring'],bp statoil withdraw staff algeria follow rocket attack,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Statoil,[0.41319537 0.26298463 0.32382002]
1431.0,Merkel's Government Said to Support Deutsche Boerse-LSE Merger,['Support Deutsche Boerse-LSE Merger'],LSE,0.358,['Corporate/M&A/Proposed Merger'],merkel government say support deutsche boerse lse merger,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,LSE,[0.40979072 0.2822532  0.30795607]
1435.0,Aviva weighs cash handout after beating profit forecast,['weighs cash handou'],Aviva,0.377,['Corporate/Dividend Policy'],aviva weigh cash handout beat profit forecast,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Aviva,[0.3410809  0.28576374 0.37315536]
1436.0,"WPP, World's Largest Ad Agency, Reports Strong 2015 Growth",['Reports Strong 2015 Growth'],WPP,0.555,['Stock/Fundamentals'],wpp world large ad agency report strong 2015 growth,"[{'value': '2015', 'type': 'cardinal', 'aspect': 'growth', 'dependency_type': 'nummod'}]","tensor([[-74.3137, 123.8880, -41.8777]], grad_fn=<CatBackward0>)",[[-74.31373  123.88804  -41.877747]],increase,strong WPP,[0.39663428 0.25524342 0.3481223 ]
1443.0,"Saudi Aramco, Shell plan to break up Motiva, divide up assets","['Shell plan to break up Motiva, divide up assets']",Saudi Aramco,-0.142,['Corporate/Strategy/Reorganization'],saudi aramco shell plan break motiva divide asset,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Saudi Aramco,[0.31813794 0.3300578  0.35180426]
,,"['plan to break up Motiva, divide up assets']",Shell,-0.102,['Corporate/Strategy/Reorganization'],,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Shell,[0.28718388 0.3452037  0.36761242]
1449.0,AB InBev to sell more SAB assets as seeks EU deal approval,['to sell more SAB assets as seeks'],SAB,-0.079,['Corporate/M&A/M&A'],ab inbev sell sab asset seek eu deal approval,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,SAB,[0.38454756 0.33718508 0.27826738]
1455.0,Tesco's Sales Pickup Isn't Enough,['Sales Pickup Isn't Enough'],Tesco,-0.23,['Corporate/Sales'],tesco sale pickup,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Tesco,[0.34558538 0.31764436 0.33677027]
1462.0,Spain's CaixaBank Expects To Close Deal For Banco BPI,['Expects To Close Deal For'],CaixaBank,0.375,['Corporate/Sales/Deal'],spain caixabank expect close deal banco bpi,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,CaixaBank,[0.30958268 0.25887093 0.43154636]
1463.0,ITV share price: Group mulls takeover of Canada's Entertainment One,['Group mulls takeover of Canada's Entertainment One'],ITV,0.422,['Corporate/M&A/M&A'],itv share price group mull takeover canada entertainment one,"[{'value': 'one', 'type': 'cardinal', 'aspect': 'entertainment', 'dependency_type': 'nummod'}]","tensor([[ 0.0584, -0.0858, -0.0869]], grad_fn=<CatBackward0>)",[[ 0.05843232 -0.08583678 -0.08687651]],,ITV,[0.3354117  0.35079417 0.31379414]
1469.0,Entertainment One dispels ITV takeover rumours,['One dispels ITV takeover rumours'],Entertainment One,0.138,['Corporate/Rumors'],entertainment one dispel itv takeover rumour,"[{'value': 'one', 'type': 'cardinal', 'aspect': 'dispel', 'dependency_type': 'nummod'}]","tensor([[ 0.0584, -0.0858, -0.0869]], grad_fn=<CatBackward0>)",[[ 0.05843232 -0.08583678 -0.08687651]],,Entertainment One,[0.39829472 0.2642469  0.33745828]
,,['dispels ITV takeover rumours'],ITV,0.003,['Corporate/Rumors'],,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,ITV,[0.36686897 0.3156758  0.31745523]
1475.0,GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,['to Sell Majority Stake in Bank BPH's Core Bank'],Bank BPH,0.213,['Stock/Price Action/Volatility/Sell-Off'],ge sell majority stake bank bph core bank alior bank,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Bank BPH,[0.38119176 0.33376977 0.28503844]
,,['to Sell Majority Stake in Bank BPH's Core Bank'],GE,0.211,['Stock/Price Action/Volatility/Sell-Off'],,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,GE,[0.31379294 0.21654944 0.46965766]
1476.0,Tata Steel working with StanChart for UK unit sale - source,['with StanChart for UK unit sale - source'],StanChart,0.218,['Stock/IPO'],tata steel work stanchart uk unit sale source,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,StanChart,[0.3987352  0.36086065 0.24040411]
,,['working with StanChart for UK unit sale'],Tata Steel,0.143,['Corporate/Sales/Deal'],,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Tata Steel,[0.32902652 0.2892929  0.38168055]
1487.0,Crown Castle buys Tower Development Corp for $461 million,['Crown Castle buys Tower Development Corp'],Tower Development,0.366,['Corporate/M&A/M&A'],crown castle buy tower development corp $ 461 million,"[{'value': '461', 'type': 'cardinal', 'aspect': 'million', 'dependency_type': None}]","tensor([[-16.9190,  28.2334,  -9.6095]], grad_fn=<CatBackward0>)",[[-16.919003  28.233383  -9.609498]],,Tower Development,[0.33258772 0.36252207 0.30489025]
1492.0,Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,['sells half of stake in ecommerce site Lazada to Alibaba for Â£90m'],Lazada,-0.038,['Stock/Price Action/Volatility/Sell-Off'],tesco sell half stake ecommerce site lazada alibaba â£90 m,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Lazada,[0.2599818  0.43273553 0.30728254]
,,['sells half of stake in ecommerce site Lazada to Alibaba for Â£90m'],Tesco,0.365,['Stock/Price Action/Volatility/Sell-Off'],,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Tesco,[0.25736457 0.32576162 0.41687384]
1496.0,"CaixaBank, dos Santos Agree on Plan for BPI Angola Exposure",['Agree on Plan for BPI Angola Exposure'],CaixaBank,0.244,['Corporate/Strategy/Company Agreement'],caixabank do santo agree plan bpi angola exposure,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,CaixaBank,[0.32952634 0.33888704 0.33158657]
1499.0,"BPI Says Caixabank, Isabel dos Santos Reach Agreement Over Angola Exposure",['Isabel dos Santos Reach Agreement Over Angola Exposure'],CaixaBank,0.243,['Corporate/Strategy/Company Agreement'],bpi say caixabank isabel do santo reach agreement angola exposure,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,CaixaBank,[0.34888232 0.3599406  0.29117712]
1503.0,Spain's Caixabank launches new takeover bid for Banco BPI,['launches new takeover bid for Banco BPI'],Caixabank,0.185,['Corporate/M&A/M&A'],spain caixabank launch new takeover bid banco bpi,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Caixabank,[0.3184545  0.2821144  0.39943105]
1507.0,"Despite sales growth, UK's Tesco cautions recovery to be bumpy","['Despite sales growth,']",Tesco,-0.077,['Corporate/Sales'],despite sale growth uk tesco caution recovery bumpy,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Tesco,[0.38630098 0.2862078  0.32749122]
1508.0,ITV to pursue takeover of Canada's Entertainment One: Bloomberg,['to pursue takeover of Canada's Entertainment One'],ITV,0.199,['Corporate/M&A/M&A'],itv pursue takeover canada entertainment one bloomberg,"[{'value': 'one', 'type': 'cardinal', 'aspect': 'bloomberg', 'dependency_type': 'nummod'}]","tensor([[ 0.0584, -0.0858, -0.0869]], grad_fn=<CatBackward0>)",[[ 0.05843232 -0.08583678 -0.08687651]],,ITV,[0.3186757  0.36624634 0.315078  ]
1516.0,Shire Sees Baxalta Deal Closing as Expected After New Rules,['Sees Baxalta Deal Closing as Expected'],Shire,0.224,['Corporate/Sales/Deal'],shire see baxalta deal closing expect new rule,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Shire,[0.31500587 0.33829755 0.34669662]
1517.0,"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",['to Buy Barclay's Wealth Management Unit'],OCBC,0.257,['Corporate/M&A/M&A'],ocbc buy barclay wealth management unit singapore hong kong,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,OCBC,[0.2954234  0.36208397 0.34249264]
1528.0,Tesco share price steady as analysts weigh in on results,['share price steady'],Tesco,0.052,['Stock/Price Action'],tesco share price steady analyst weigh result,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Tesco,[0.24588926 0.4091362  0.34497458]
1530.0,Lloyds Banking Group's share price lifts amid reports bank is poised to axe hundreds of UK jobs,['share price lifts'],Lloyds,0.292,['Stock/Price Action'],lloyds banking group share price lift amid report bank poise axe hundred uk job,"[{'value': 'hundred', 'type': 'cardinal', 'aspect': 'axe', 'dependency_type': 'nummod'}]","tensor([[-3.5877,  6.0125, -2.1140]], grad_fn=<CatBackward0>)",[[-3.587666   6.012506  -2.1139667]],,Lloyds,[0.37199304 0.35991743 0.26808956]
1545.0,Should You Follow Berkshire Hathaway Into Apple Stock?,['Should You Follow Berkshire Hathaway Into Apple Stock?'],Berkshire Hathaway,0.0,['Corporate/Rumors/Scoop'],follow berkshire hathaway apple stock,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Berkshire Hathaway,[0.3160536  0.30940577 0.37454066]
1554.0,Morrisons book second consecutive quarter of sales growth,['second consecutive quarter of sales growth'],Morrisons,0.43,['Corporate/Sales'],morrison book second consecutive quarter sale growth,"[{'value': 'second', 'type': 'cardinal', 'aspect': 'growth', 'dependency_type': 'amod'}]","tensor([[ 0.0923, -0.1185, -0.1205]], grad_fn=<CatBackward0>)",[[ 0.09229714 -0.11852994 -0.12051044]],,Morrisons,[0.27034932 0.36306322 0.3665875 ]
1556.0,Royal Mail gets mixed bag from Ofcom postal regulation report,['postal regulation report'],Royal Mail,-0.084,['Corporate/Regulatory'],royal mail get mixed bag ofcom postal regulation report,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Royal Mail,[0.30732116 0.39704567 0.29563308]
1559.0,UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber,['of illegal tips to plumber'],Barclays,-0.34,['Stock/Insider Activity'],update 3 ex barclay director accuse illegal tip plumber,"[{'value': '3', 'type': 'cardinal', 'aspect': 'director', 'dependency_type': 'nummod'}]","tensor([[-0.0235,  0.0343, -0.1277]], grad_fn=<CatBackward0>)",[[-0.02353548  0.03430881 -0.12772216]],,Barclays,[0.25492248 0.41346025 0.3316173 ]
1560.0,"EU regulators clear $100 billion-plus AB InBev, SABMiller deal","['AB InBev, SABMiller deal']",SABMiller,0.392,['Corporate/Sales/Deal'],eu regulator clear $ 100 billion plus ab inbev sabmiller deal,"[{'value': '100', 'type': 'cardinal', 'aspect': 'billion', 'dependency_type': None}, {'value': 'billion', 'type': 'cardinal', 'aspect': 'deal', 'dependency_type': 'nummod'}]","tensor([[-3.5877e+00,  6.0125e+00, -2.1140e+00, -3.6934e+07,  6.1554e+07,
         -2.0765e+07]], grad_fn=<CatBackward0>)","[[-3.5876660e+00  6.0125060e+00 -2.1139667e+00 -3.6933544e+07
   6.1553836e+07 -2.0764644e+07]]",,SABMiller,[0.31698447 0.36419886 0.31881663]
1568.0,Retail giant Kingfisher reports 'solid' start to the year,['reports 'solid' start to the year'],Kingfisher,0.368,['Corporate/Company Communication'],retail giant kingfisher report solid start year,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Kingfisher,[0.30450904 0.4159317  0.27955925]
1581.0,"Berkshire discloses unit's ties to Iran, opens probe","['discloses unit's ties to Iran, opens probe']",Berkshire,-0.288,['Corporate/Company Communication'],berkshire disclose unit tie iran open probe,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Berkshire,[0.33063015 0.340465   0.32890478]
1583.0,Berkshire Hathaway names Kara Raiguel to lead General Re unit,['names Kara Raiguel to lead General Re unit'],Berkshire,0.077,['Corporate/Appointment'],berkshire hathaway name kara raiguel lead general unit,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Berkshire,[0.3032926  0.2948042  0.40190315]
1585.0,"European stocks hover near 3-week low, Dialog and BHP slump",['stocks hover near 3-week low'],Dialog,-0.584,['Stock/Price Action/Volume/Unusual Low Volume'],european stock hover near 3 week low dialog bhp slump,"[{'value': '3', 'type': 'cardinal', 'aspect': 'week', 'dependency_type': 'nummod'}]","tensor([[-0.0235,  0.0343, -0.1277]], grad_fn=<CatBackward0>)",[[-0.02353548  0.03430881 -0.12772216]],decrease,low Dialog,[0.31939548 0.41610274 0.26450178]
1586.0,Hargreaves Lansdown bucks weak markets to see assets rise 2.6 percent,['bucks weak markets'],Hargreaves Lansdown,0.571,['Market/Market'],hargreave lansdown buck weak market asset rise 2.6 percent,"[{'value': '2.6', 'type': 'percentage', 'aspect': 'percent', 'dependency_type': 'nummod'}]","tensor([[0., 0., 0.]])",[[0. 0. 0.]],increase,rise Hargreaves Lansdown,[0.32609126 0.31015974 0.3637491 ]
1590.0,Australia clears AB Inbev's $100 billion SABMiller buyout plan,['SABMiller buyout plan'],AB InBrev,0.437,['Corporate/Strategy/Buyout'],australia clear ab inbev $ 100 billion sabmiller buyout plan,"[{'value': '100', 'type': 'cardinal', 'aspect': 'billion', 'dependency_type': None}, {'value': 'billion', 'type': 'cardinal', 'aspect': 'plan', 'dependency_type': 'nummod'}]","tensor([[-3.5877e+00,  6.0125e+00, -2.1140e+00, -3.6934e+07,  6.1554e+07,
         -2.0765e+07]], grad_fn=<CatBackward0>)","[[-3.5876660e+00  6.0125060e+00 -2.1139667e+00 -3.6933544e+07
   6.1553836e+07 -2.0764644e+07]]",,AB InBrev,[0.40077564 0.26708096 0.3321434 ]
1598.0,Goodwin not to face Scottish prosecution over RBS,['not to face Scottish prosecution over RBS'],RBS,0.114,['Corporate/Legal'],goodwin face scottish prosecution rbs,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,RBS,[0.3039258  0.26519758 0.43087658]
1599.0,Royal Mail turnaround proving expensive in tough UK market,['in tough UK market'],Royal Mail,-0.057,['Market/Market'],royal mail turnaround prove expensive tough uk market,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],decrease,tough Royal Mail,[0.3545256  0.34386048 0.30161396]
1604.0,Whitbread buys 49% stake in Pure food chain,['buys 49% stake in Pure food chain'],Whitbread,0.365,['Corporate/M&A/M&A'],whitbread buy 49 stake pure food chain,"[{'value': '49', 'type': 'cardinal', 'aspect': 'stake', 'dependency_type': 'nummod'}]","tensor([[-1.7198,  2.8738, -1.0598]], grad_fn=<CatBackward0>)",[[-1.7198433  2.8738136 -1.059759 ]],,Whitbread,[0.2908359  0.3406709  0.36849314]
1609.0,"Irish Said Chasing Standard Chartered, RBS as Brexit Vote Nears",['Chasing Standard Chartered'],Standard Chartered,0.128,['Corporate/Strategy/Corporate Planning'],irish say chase standard chartered rbs brexit vote near,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Standard Chartered,[0.32004756 0.30507088 0.37488154]
1611.0,Royal Mail share price rallies amid positive broker comments,['share price rallies'],Royal Mail,0.59,['Stock/Price Action'],royal mail share price rally amid positive broker comment,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],increase,rally Royal Mail,[0.37826306 0.317973   0.30376402]
1619.0,InterContinental Hotels first-quarter global room revenue lags estimates,['first-quarter global room revenue'],InterContinental,-0.329,['Corporate/Sales'],intercontinental hotel first quarter global room revenue lag estimate,"[{'value': 'first', 'type': 'date', 'aspect': 'quarter', 'dependency_type': 'amod'}]","tensor([[0., 0., 0.]])",[[0. 0. 0.]],,InterContinental,[0.33658943 0.26807424 0.39533636]
1629.0,Aspen to Buy Anaesthetics From AstraZeneca for $520 Million,['to Buy Anaesthetics From AstraZeneca for $520 Million'],AstraZeneca,0.395,['Corporate/M&A/M&A'],aspen buy anaesthetic astrazeneca $ 520 million,"[{'value': '520', 'type': 'cardinal', 'aspect': 'million', 'dependency_type': None}]","tensor([[-19.0981,  31.8651, -10.8346]], grad_fn=<CatBackward0>)",[[-19.098083  31.865059 -10.83461 ]],,AstraZeneca,[0.3588386  0.23680589 0.4043555 ]
1634.0,London Stock Exchange â€“ Deutsche Boerse merger under threat from Brexit,['Deutsche Boerse merger under threat'],London Stock Exchange,-0.421,['Corporate/M&A/M&A'],london stock exchange â€ deutsche boerse merger threat brexit,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,London Stock Exchange,[0.29469964 0.29632068 0.40897974]
1635.0,Sainsbury CFO Rogers to Replace Home Retail CEO Walden,['to Replace Home Retail CEO Walden'],Home Retail,0.0,['Corporate/Appointment'],sainsbury cfo roger replace home retail ceo walden,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Home Retail,[0.3055612  0.3862811  0.30815768]
,,['CFO Rogers to Replace Home Retail CEO'],Sainsbury,0.0,['Corporate/Appointment/Executive Reshuffle'],,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Sainsbury,[0.2724725  0.34648564 0.3810418 ]
1636.0,BP joins forces with Det Norske in Norway,['BP joins forces with Det Norske in Norway'],Det Norske,0.248,['Corporate/Strategy/Company Agreement'],bp join force det norske norway,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Det Norske,[0.3354819  0.38100234 0.2835157 ]
1639.0,BRIEF-Legal & General's retirement business books 4 billion stg H1 sales,['books 4 billion stg H1 sales'],Legal & General,0.252,['Corporate/Sales'],brief legal general retirement business book 4 billion stg h1 sale,"[{'value': '4', 'type': 'cardinal', 'aspect': 'billion', 'dependency_type': None}, {'value': 'billion', 'type': 'cardinal', 'aspect': 'sale', 'dependency_type': 'nummod'}]","tensor([[-6.1134e-02,  9.6568e-02, -1.4681e-01, -3.6934e+07,  6.1554e+07,
         -2.0765e+07]], grad_fn=<CatBackward0>)","[[-6.1134160e-02  9.6568055e-02 -1.4681245e-01 -3.6933544e+07
   6.1553836e+07 -2.0764644e+07]]",,Legal & General,[0.2822164  0.3711087  0.34667495]
1640.0,Johnson Matthey revs up on clean air drive,['revs up on clean air drive'],Johnson Matthey,0.224,['Corporate/Strategy'],johnson matthey revs clean air drive,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Johnson Matthey,[0.24977054 0.37049782 0.37973166]
1663.0,"Goldman Sachs, Barclays, HSBC downplay Brexit threat",['downplay Brexit threat'],Barclays,0.0,['Corporate/Risks'],goldman sachs barclay hsbc downplay brexit threat,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Barclays,[0.279328   0.34878823 0.37188378]
,,"['Goldman Sachs, Barclays, HSBC downplay Brexit threat']",Goldman Sachs,-0.147,['Corporate/Risks'],,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Goldman Sachs,[0.3382811  0.35579526 0.30592358]
,,"['Goldman Sachs, Barclays, HSBC downplay Brexit threat']",HSBC,-0.14,['Corporate/Risks'],,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,HSBC,[0.25755578 0.27623236 0.4662119 ]
1669.0,Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,['Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale'],Asahi,0.207,['Corporate/Strategy/Investment'],asahi snap sabmiller beer ahead ab inbev sale,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Asahi,[0.26323047 0.34047386 0.3962956 ]
,,['Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale'],SABMiller,0.329,['Corporate/Strategy/Investment'],,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,SABMiller,[0.34581518 0.31671032 0.33747447]
1670.0,LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,['wrong to ignore Brexit ris'],Deutsche BÃ¶rse,-0.473,['Corporate/Risks'],lse deutsche bã¶rse dealmaker wrong ignore brexit risk,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Deutsche BÃ¶rse,[0.36586717 0.35588643 0.2782464 ]
,,['dealmakers wrong to ignore Brexit risk'],LSE,-0.415,['Corporate/Risks'],,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,LSE,[0.28447452 0.35960668 0.35591874]
1682.0,Tesco sales recover as focus returns to core business,['sales recover'],Tesco,0.35,['Corporate/Sales'],tesco sale recover focus return core business,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],,Tesco,[0.31035793 0.35976577 0.32987636]
1692.0,Johnson Matthey profit falls but dividend rises,['but dividend rises'],Johnson Matthey,0.0,['Corporate/Dividend Policy'],johnson matthey profit fall dividend rise,[],"tensor([[0., 0., 0.]])",[[0. 0. 0.]],decrease,fall Johnson Matthey,[0.41499078 0.31251976 0.2724895 ]
